pub_og_id	og_name	level_taxid	organism_taxid	organism_name	int_prot_id	pub_gene_id	description	"{""status"": ""ok"", ""message"": ""no clusters found"", ""data"": [], ""count"": 0}"
EOG092C5G05	Ribosomal protein S12e	4751	578455	Thielavia terrestris NRRL 8126	578455:000b05	G2R978	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	578457	Serpula lacrymans var. lacrymans S7.9	578457:00161a	F8P7M9	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	578458	Schizophyllum commune H4-8	578458:000deb	D8PV57	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	578460	Nosema ceranae BRL01	578460:0001ff	C4VAA0	50S ribosomal protein L30e-like	NA
EOG092C5G05	Ribosomal protein S12e	4751	578461	Nosema bombycis CQ1	578461:000dc1	R0KU75	50S ribosomal protein L30e-like	NA
EOG092C5G05	Ribosomal protein S12e	4751	590646	Candida tenuis ATCC 10573	590646:00149b	G3B0Z8	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	597362	Agaricus bisporus var. burnettii JB137-S8	597362:0007e0	K5XWZ7	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	619300	Spathaspora passalidarum NRRL Y-27907	619300:000ded	G3ARX1	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	630390	Puccinia triticina 1-1 BBBD Race 1	630390:001f25	J3PYS5	NA	NA
EOG092C5G05	Ribosomal protein S12e	4751	643680	Saccharomyces cerevisiae EC1118	643680:000b42	C8ZHB7	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	644223	Komagataella pastoris GS115	644223:000fbf	C4R4Z8	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	644352	Gaeumannomyces graminis var. tritici R3-111a-1	644352:002158	GGTG_03915	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	644358	Magnaporthiopsis poae ATCC 64411	644358:002288	M4FK67	NA	NA
EOG092C5G05	Ribosomal protein S12e	4751	645133	Colletotrichum graminicola M1.001	645133:002c7e	E3Q849	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	647933	Trichophyton tonsurans CBS 112818	647933:000aa8	F2RU66	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	650164	Phanerochaete carnosa HHB-10118-sp	650164:000de9	K5VB50	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	653446	Blastomyces dermatitidis ATCC 18188	653446:001482	F2TA02	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	653667	Schizosaccharomyces cryophilus OY26	653667:001236	S9VV33	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	653667	Schizosaccharomyces cryophilus OY26	653667:001232	S9X9S3	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	655819	Beauveria bassiana ARSEF 2860	655819:000aad	J4KR28	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	655827	Metarhizium acridum CQMa 102	655827:0023dd	E9E1J1	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	655844	Metarhizium robertsii ARSEF 23	655844:001dc6	E9F0V7	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	655863	Grosmannia clavigera kw1407	655863:000e06	F0XUD4	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	656061	Tuber melanosporum Mel28	656061:001616	D5G9G6	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	658429	Pseudogymnoascus destructans 20631-21	658429:000e8b	L8FYH9	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	660025	Fusarium oxysporum Fo5176	660025:0036dc	F9FB56	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	660122	Nectria haematococca mpVI 77-13-4	660122:001e46	C7YR11	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	663202	Trichophyton verrucosum HKI 0517	663202:001514	D4DJ35	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	663331	Arthroderma benhamiae CBS 112371	663331:001015	D4AN17	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	665079	Sclerotinia sclerotiorum 1980 UF-70	665079:0028b5	A7E444	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	671144	Wallemia mellicola CBS 633.66	671144:000efe	I4YAE4	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	675120	Dothistroma septosporum NZE10	675120:001214	N1Q4P7	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	683840	Microbotryum violaceum p1A1 Lamole	683840:0004bb	MVLG_05130	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	684364	Batrachochytrium dendrobatidis JAM81	684364:0006c3	F4PDX0	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	692275	Sphaerulina musiva SO2202	692275:002087	N1QLV1	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	701091	Bipolaris maydis C5	701091:001d07	M2UQZ3	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	717646	Baudoinia panamericana UAMH 10762	717646:000cab	M2NMF6	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	721032	Saccharomyces cerevisiae Kyokai no. 7	721032:0012be	K7_RPS12	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	743788	Fomitopsis pinicola FP-58527 SS1	743788:0013d3	S8FRK0	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	747089	Rhizophagus irregularis DAOM 181602	747089:000880	U9UV11	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	747676	Melampsora larici-populina 98AG31	747676:002d23	F4RHW1	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	756982	Arthrobotrys oligospora ATCC 24927	756982:0026fb	G1X624	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	759272	Chaetomium thermophilum var. thermophilum DSM 1495	759272:0008ad	G0SHH9	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	759273	Colletotrichum higginsianum IMI 349063	759273:000c8e	H1VNB9	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	764097	Saccharomyces cerevisiae AWRI796	764097:000d7f	E7KIN0	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	764098	Saccharomyces cerevisiae Lalvin QA23	764098:0008b8	E7KUT5	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	764099	Saccharomyces cerevisiae Vin13	764099:000a6c	E7M0V2	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	764100	Saccharomyces cerevisiae VL3	764100:0009f7	E7QL55	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	764101	Saccharomyces cerevisiae FostersO	764101:00050f	E7NMW7	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	764102	Saccharomyces cerevisiae FostersB	764102:000d50	E7Q9U3	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	764103	Mixia osmundae IAM 14324	764103:00121e	Mo04466	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	771870	Sordaria macrospora k-hell	771870:000aa9	F7W2X1	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	858893	Exophiala dermatitidis NIH/UT8656	858893:0015e7	H6C4G0	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	871575	Ogataea parapolymorpha DL-1	871575:000526	E7R2A5	NA	NA
EOG092C5G05	Ribosomal protein S12e	4751	876142	Encephalitozoon intestinalis ATCC 50506	876142:0001e8	E0S5F9	50S ribosomal protein L30e-like	NA
EOG092C5G05	Ribosomal protein S12e	4751	881290	Nematocida parisii ERTm1	881290:0007ac	I3EQP9	50S ribosomal protein L30e-like	NA
EOG092C5G05	Ribosomal protein S12e	4751	889517	Saccharomyces cerevisiae CEN.PK113-7D	889517:0003dc	N1NZ10	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	907965	Encephalitozoon hellem ATCC 50504	907965:000345	I6UM15	50S ribosomal protein L30e-like	NA
EOG092C5G05	Ribosomal protein S12e	4751	931890	Eremothecium cymbalariae DBVPG#7215	931890:000ece	I6NCM0	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	935791	Nematocida parisii ERTm3	935791:0004ee	I3EK44	50S ribosomal protein L30e-like	NA
EOG092C5G05	Ribosomal protein S12e	4751	936046	Agaricus bisporus var. bisporus H97	936046:000bb8	K9HUE1	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	936435	Serpula lacrymans var. lacrymans S7.3	936435:00104d	F8Q8N9	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	944018	Nematocida sp. 1 ERTm2	944018:0008d9	H8Z9F6	50S ribosomal protein L30e-like	NA
EOG092C5G05	Ribosomal protein S12e	4751	948595	Vavraia culicis subsp. floridensis	948595:00096b	L2GT26	50S ribosomal protein L30e-like	NA
EOG092C5G05	Ribosomal protein S12e	4751	981350	Komagataella pastoris CBS 7435	981350:001213	F2QVZ9	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	983506	Rhizoctonia solani AG-1 IA	983506:0028c1	L8X5X0	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	983644	Cordyceps militaris CM01	983644:001e4f	G3J596	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	985895	Leptosphaeria maculans JN3	985895:002f0e	E4ZKE7	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	993615	Vittaforma corneae ATCC 50505	993615:00077d	L2GLE4	50S ribosomal protein L30e-like	NA
EOG092C5G05	Ribosomal protein S12e	4751	999809	Sporisorium reilianum SRZ2	999809:00136f	E6ZU23	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	999810	Botrytis cinerea T4	999810:003aab	G2YHW7	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1003232	Edhazardia aedis USNM 41457	1003232:0005bb	J8ZZN5	50S ribosomal protein L30e-like	NA
EOG092C5G05	Ribosomal protein S12e	4751	1028729	Fusarium pseudograminearum CS3096	1028729:002d79	K3VSL9	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1033177	Aspergillus kawachii IFO 4308	1033177:002474	G7X953	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1064592	Naumovozyma castellii CBS 4309	1064592:000751	NCAS0I00320	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1069680	Pneumocystis murina B123	1069680:0006f1	M7NT63	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1071378	Naumovozyma dairenensis CBS 421	1071378:000eac	NDAI0A08840	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1071380	Tetrapisispora blattae CBS 6284	1071380:000f8a	TBLA0A04340	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1071381	Tetrapisispora phaffii CBS 4417	1071381:000b21	TPHA0H03050	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1071382	Kazachstania africana CBS 2517	1071382:000cdc	KAFR0C04930	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1071383	Kazachstania naganishii CBS 8797	1071383:000aea	KNAG0E00170	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1072389	Marssonina brunnea f. sp. multigermtubi MB_m1	1072389:001784	K1WZ44	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1076872	Torulaspora delbrueckii CBS 1146	1076872:00061f	TDEL0H04400	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1076935	Pyronema omphalodes CBS 100304	1076935:00018b	U4KV44	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1078123	Fibroporia radiculosa TFFH 294	1078123:000bf2	J4H1S7	NA	NA
EOG092C5G05	Ribosomal protein S12e	4751	1104152	Glarea lozoyensis 74030	1104152:00135b	H0ESX3	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1108050	Rhizoctonia solani AG-1 IB	1108050:00218b	M5BMU4	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1109443	Piriformospora indica DSM 11827	1109443:0014ad	G4TJR8	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1111077	Claviceps purpurea 20.1	1111077:0008e6	M1VZA2	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1116229	Glarea lozoyensis ATCC 20868	1116229:00207e	S3DUW9	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1126212	Macrophomina phaseolina MS6	1126212:0021ef	K2RQY5	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1128400	Ustilago hordei Uh4857-4	1128400:001644	I2G5T0	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1130832	Rhodosporidium toruloides NP11	1130832:001039	M7XDT3	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1136231	Candida orthopsilosis Co 90-125	1136231:000f20	H8X3C8	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1143189	Magnaporthe oryzae Y34	1143189:0017ec	L7IFB4	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1143193	Magnaporthe oryzae P131	1143193:0017db	L7IV14	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1151754	Pseudozyma antarctica T-34	1151754:000d9c	M9MFU1	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1160506	Aspergillus oryzae 3.042	1160506:002a78	I7ZLA2	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1160507	Saccharomyces arboricola H-6	1160507:000563	J8PVY9	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1168221	Coniosporium apollinis CBS 100218	1168221:001aae	R7YNH8	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1170229	Penicillium digitatum PHI26	1170229:0012dc	K9G2A7	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1170230	Penicillium digitatum Pd1	1170230:000b61	K9FDT2	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1178016	Encephalitozoon romaleae SJ-2008	1178016:00042b	I7ACV3	50S ribosomal protein L30e-like	NA
EOG092C5G05	Ribosomal protein S12e	4751	1186058	Trichosporon asahii var. asahii CBS 2479	1186058:001d26	J6F9V1	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1206466	Wickerhamomyces ciferrii NRRL Y-1031	1206466:000d22	K0KHF0	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1213857	Colletotrichum orbiculare MAFF 240422	1213857:0024ab	N4V6D1	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1213859	Colletotrichum gloeosporioides Nara gc5	1213859:001833	L2GBB5	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1220162	Trichosporon asahii var. asahii CBS 8904	1220162:0008e5	K1WMW3	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1220926	Mucor circinelloides f. circinelloides 1006PhL	1220926:0021e0	S2JX63	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1220926	Mucor circinelloides f. circinelloides 1006PhL	1220926:001f48	S2JXD8	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1229664	Fusarium oxysporum f. sp. cubense race 1	1229664:001a3c	N4TYT7	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1229665	Fusarium oxysporum f. sp. cubense race 4	1229665:002bd4	N1RE43	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1230383	Malassezia sympodialis ATCC 42132	1230383:000872	M5EBI5	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1237896	Colletotrichum gloeosporioides Cg-14	1237896:0009f7	T0KF21	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1245528	Candida maltosa Xu316	1245528:000977	M3K1G2	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1262450	Ophiostoma piceae UAMH 11346	1262450:00094f	S3CTY5	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1279085	Fusarium fujikuroi IMI 58289	1279085:002352	S0DW76	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1284197	Dactylellina haptotyla CBS 200.50	1284197:00028f	S8AMZ2	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1286976	Togninia minima UCRPA7	1286976:001947	R8BSB4	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1287680	Neofusicoccum parvum UCRNP2	1287680:001596	R1G6H8	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1287681	Eutypa lata UCREL1	1287681:000d92	M7T3M5	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1290391	Botrytis cinerea BcDW1	1290391:001d33	M7UFS6	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1299270	Wallemia ichthyophaga EXF-994	1299270:00000d	R9AKU2	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1305764	Pseudozyma hubeiensis SY62	1305764:00138d	R9P6E8	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1358809	Spraguea lophii 42_110	1358809:000957	S7W7D2	50S ribosomal protein L30e-like	NA
EOG092C5G05	Ribosomal protein S12e	4751	1381753	Moniliophthora roreri MCA 2997	1381753:000a2d	V2XVQ4	40S ribosomal protein S12	NA
EOG092C5G05	Ribosomal protein S12e	4751	1391915	Sporothrix schenckii ATCC 58251	1391915:0006e7	U7PWE4	40S ribosomal protein S12	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	72359	Trachipleistophora hominis	72359:0001a9	L7JZ55	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	214684	Cryptococcus neoformans var. neoformans JEC21	214684:000637	Q5KJU2	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	222929	Coccidioides posadasii C735 delta SOWgp	222929:0003dc	C5P6X6	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	226230	Saccharomyces kudriavzevii IFO 1802	226230:0002be	J5PVM9	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	227321	Aspergillus nidulans FGSC A4	227321:000784	Q5BEL7	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	229533	Fusarium graminearum PH-1	229533:0020d9	I1RZZ9	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	235443	Cryptococcus neoformans var. grubii H99	235443:000831	J9VMD3	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	237561	Candida albicans SC5314	237561:00090d	Q5AGZ7	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	237631	Ustilago maydis 521	237631:0003a8	Q4P5H9	NA	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	240176	Coprinopsis cinerea okayama7#130	240176:0000c7	A8NXM3	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	242507	Magnaporthe oryzae 70-15	242507:0008b4	G4MZQ6	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	246409	Rhizopus delemar RA 99-880	246409:0040a5	I1C1P9	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	246409	Rhizopus delemar RA 99-880	246409:0011d0	I1BNV0	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	246409	Rhizopus delemar RA 99-880	246409:0008a7	I1CM79	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	246409	Rhizopus delemar RA 99-880	246409:000472	I1BZM6	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	246410	Coccidioides immitis RS	246410:000694	J3K7G8	Transmembrane:Helical	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	283643	Cryptococcus neoformans var. neoformans B-3501A	283643:000278	F5HGI4	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	284590	Kluyveromyces lactis NRRL Y-1140	284590:0003de	Q6CRR9	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	284591	Yarrowia lipolytica CLIB122	284591:000604	Q6C4Z8	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	284592	Debaryomyces hansenii CBS767	284592:000550	Q6BGU2	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	284593	Candida glabrata CBS 138	284593:0003e0	Q6FJY0	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	284811	Eremothecium gossypii ATCC 10895	284811:000563	Q75C13	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	284812	Schizosaccharomyces pombe 972h-	284812:000a07	rpl502	60S ribosomal protein L5-B	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	284812	Schizosaccharomyces pombe 972h-	284812:000a06	rpl501	60S ribosomal protein L5-A	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	284813	Encephalitozoon cuniculi GB-M1	284813:000214	Q8SRQ3	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	285006	Saccharomyces cerevisiae RM11-1a	285006:000214	B3LKU4	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	294746	Meyerozyma guilliermondii ATCC 6260	294746:000610	A5DLB6	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	294747	Candida tropicalis MYA-3404	294747:00047a	C5MG42	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	294748	Candida albicans WO-1	294748:000461	C4YTN5	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	306901	Chaetomium globosum CBS 148.51	306901:00027f	Q2GYD4	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	306902	Clavispora lusitaniae ATCC 42720	306902:00010b	C4Y475	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	307796	Saccharomyces cerevisiae YJM789	307796:000497	A6ZWC1	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	321614	Parastagonospora nodorum SN15	321614:0028b4	Q0UCV5	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	322104	Scheffersomyces stipitis CBS 6054	322104:000248	A3LPI4	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	330879	Aspergillus fumigatus Af293	330879:000996	Q4WSG1	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	331117	Neosartorya fischeri NRRL 181	331117:0009dc	A1D2D4	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	332952	Aspergillus flavus NRRL3357	332952:000469	B8N6A6	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	336722	Zymoseptoria tritici IPO323	336722:0006de	F9WWI5	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	336963	Uncinocarpus reesii 1704	336963:0003c9	C4JNX0	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	339724	Histoplasma capsulatum NAm1	339724:0000c6	A6RFM8	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	341663	Aspergillus terreus NIH2624	341663:000872	Q0D0Q3	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	344612	Aspergillus clavatus NRRL 1	344612:000880	A1CPH2	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	367110	Neurospora crassa OR74A	367110:000279	rpl-5	CPR4	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	367775	Cryptococcus gattii WM276	367775:00018c	E6R224	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	379508	Lodderomyces elongisporus NRRL YB-4239	379508:0004bc	A5E640	Transmembrane:Helical	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	383855	Pseudocercospora fijiensis CIRAD86	383855:0005d4	N1Q645	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	402676	Schizosaccharomyces japonicus yFS275	402676:00093d	B6JYA7	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	402676	Schizosaccharomyces japonicus yFS275	402676:000312	B6K5U0	Ribosomal protein L18/L5	NA
EOG092C44EY	Ribosomal protein L5 eukaryotic/L18 archaeal	4751	413071	Trichoderma virens Gv29-8	413071:0004ac	G9MGC4	Ribosomal protein L18/L5	NA
